,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev output,San Andreas (Cholame) rev output,San Andreas (Mojave S) output,San Andreas (Coachella) rev output,San Jacinto (Anza) rev output,Garlock (West) output
0,7,8,5,3,3,2,0,1,0,0,0,1
1,6,5,5,3,3,0,1,1,1,0,0,0
2,6,6,6,3,2,1,0,0,1,1,0,0
3,6,6,5,3,4,3,0,0,1,0,0,0
4,7,7,4,3,2,2,1,0,1,1,0,0
5,6,9,4,3,3,2,1,0,1,0,0,0
6,6,6,5,4,3,1,1,1,1,0,0,0
7,5,5,5,3,3,2,1,1,0,0,0,0
8,5,5,5,4,2,1,1,1,1,0,1,0
9,5,5,5,4,2,2,1,1,1,0,0,0
10,6,5,5,3,2,2,0,1,0,1,1,1
11,7,7,5,3,2,2,0,0,1,0,0,0
12,9,6,5,3,2,2,0,0,1,0,1,0
13,6,6,6,4,2,1,0,0,0,0,0,1
14,8,6,6,4,3,1,0,1,0,1,0,0
15,6,5,5,3,2,3,1,1,1,1,0,0
16,6,6,8,3,3,1,0,0,0,1,0,0
17,6,6,6,3,2,2,0,0,0,0,0,0
18,5,5,5,3,3,3,1,1,1,0,0,0
19,9,7,5,4,3,3,1,0,0,0,1,0
20,7,6,5,3,2,1,1,1,1,1,0,1
21,5,5,5,3,3,1,1,1,1,0,0,0
22,6,6,5,4,2,1,0,0,1,0,1,0
23,6,6,5,4,2,1,0,0,0,1,0,0
24,6,6,5,4,3,1,1,0,1,0,0,0
25,8,6,5,3,2,1,1,1,1,1,0,0
26,5,5,4,3,3,0,1,1,1,0,0,1
27,5,5,5,4,2,1,0,0,0,0,0,0
28,7,6,5,3,3,2,1,1,1,0,0,0
29,5,5,4,4,3,2,1,1,1,0,0,0
30,6,6,5,5,2,1,0,0,0,0,0,1
31,6,6,5,5,3,1,1,1,1,0,0,1
32,10,7,5,4,2,2,0,1,0,0,0,0
33,7,6,5,3,3,1,1,1,0,0,0,0
34,7,7,6,3,2,1,0,0,0,1,1,0
35,7,6,5,3,2,1,1,0,1,0,0,0
36,6,7,5,3,3,1,0,0,0,1,0,1
37,7,6,8,3,2,2,0,0,1,0,1,0
38,6,6,5,3,2,2,1,1,1,1,0,0
39,5,6,4,4,3,2,1,1,1,0,0,0
40,8,6,4,3,2,2,1,1,1,1,0,0
41,7,6,5,3,3,2,1,0,0,1,0,0
42,9,5,6,3,3,1,1,1,1,0,0,0
43,7,5,5,3,3,3,1,1,1,1,0,0
44,5,5,5,3,2,1,1,1,1,0,0,0
45,5,5,5,4,3,1,0,0,0,1,0,0
46,6,6,5,3,2,2,0,0,1,0,0,0
47,6,6,5,4,3,2,0,0,0,0,0,0
48,6,6,7,3,2,3,0,0,0,0,1,0
49,6,6,6,4,2,1,0,0,0,0,0,1
50,7,6,5,3,3,1,1,0,1,1,0,0
51,6,5,5,3,2,0,1,1,0,0,0,0
52,6,6,5,3,3,2,0,0,1,0,0,0
53,6,6,4,4,3,1,0,0,1,0,0,1
54,7,6,5,3,2,2,1,1,1,0,1,0
55,5,5,5,3,2,2,0,0,0,1,0,0
56,6,6,6,3,4,1,0,0,0,0,1,0
57,6,6,5,3,2,3,1,1,1,1,0,0
58,5,5,5,3,3,1,0,0,0,0,0,0
59,6,6,6,3,2,1,0,0,0,0,1,0
60,6,6,5,4,2,1,0,0,0,0,0,0
61,6,6,6,4,3,2,1,1,0,0,0,0
62,6,6,5,3,2,2,0,0,1,1,1,1
63,6,6,5,3,2,1,1,1,1,0,1,0
64,5,5,5,3,2,2,0,0,0,1,0,0
65,6,6,6,3,2,2,1,1,0,0,1,0
66,6,5,5,5,2,2,1,1,1,0,0,0
67,6,5,5,3,3,2,0,1,0,0,0,1
68,6,6,5,3,2,2,0,1,0,1,0,0
69,6,5,6,3,2,2,1,1,0,0,1,0
70,5,5,5,3,3,1,1,1,1,0,0,0
71,5,5,5,4,2,2,1,1,0,0,0,0
72,7,7,5,3,3,2,1,1,1,0,0,0
73,5,5,4,5,3,1,1,1,1,0,0,1
74,6,6,5,4,3,1,1,0,0,0,0,0
75,9,6,5,3,3,2,0,0,1,1,0,0
76,6,6,5,3,2,2,0,0,0,0,1,0
77,6,6,5,4,2,1,1,1,0,0,0,0
78,5,5,7,3,3,1,1,1,0,0,0,0
79,6,6,6,3,3,2,0,0,0,1,1,0
80,6,6,5,3,2,2,1,1,0,0,0,0
81,6,5,5,3,3,2,1,1,1,0,0,0
82,5,5,5,4,3,2,1,1,1,0,0,0
83,6,6,5,4,2,1,0,0,1,0,0,1
84,6,6,5,3,3,1,0,0,0,1,0,0
85,9,8,5,3,3,0,1,0,0,0,0,1
86,7,7,5,3,3,1,1,1,1,0,1,1
87,5,5,5,3,2,0,1,1,0,1,0,0
88,6,5,6,3,2,2,1,1,0,0,1,0
89,6,6,5,3,2,2,1,1,1,1,0,0
90,7,4,5,3,2,1,0,1,0,0,1,0
91,7,5,5,3,2,2,1,1,1,1,0,0
92,5,5,5,2,3,2,1,1,0,1,0,0
93,6,6,5,3,2,1,0,0,1,0,1,0
94,6,6,5,4,2,3,1,1,0,0,0,0
95,5,5,5,3,3,2,1,1,1,0,0,0
96,5,6,5,3,3,1,1,1,0,0,1,0
97,5,5,5,4,2,2,1,1,0,0,0,0
98,5,7,5,3,3,1,1,1,1,1,0,0
99,6,6,5,3,2,1,0,0,0,0,0,0
100,7,7,6,3,3,3,0,1,0,1,0,0
101,7,6,5,3,2,3,1,1,0,0,0,0
102,5,5,5,3,3,1,1,1,1,1,0,0
103,5,5,5,3,3,2,1,1,0,0,0,0
104,5,5,5,3,3,2,1,1,1,0,0,0
105,6,6,5,3,3,2,0,0,1,1,0,0
106,6,6,5,3,2,3,0,0,0,1,1,0
107,7,7,5,3,2,2,0,0,1,0,0,0
108,7,6,5,3,4,1,1,1,1,1,0,0
109,5,5,4,3,3,2,1,1,1,1,0,0
110,5,5,5,3,2,2,0,0,0,0,0,1
111,6,6,6,3,4,1,0,0,0,1,0,0
112,6,6,5,3,3,3,0,0,1,0,0,0
113,6,6,5,3,3,1,1,1,1,1,0,0
114,6,6,6,3,2,1,0,0,0,0,0,0
115,7,7,7,3,3,2,1,1,1,1,0,0
116,5,5,5,3,2,2,1,1,1,0,1,1
117,7,6,5,3,2,1,0,0,0,0,0,0
118,6,6,5,4,3,2,0,0,0,0,0,0
119,6,6,6,3,2,1,1,1,0,0,1,0
120,6,5,5,4,2,1,1,1,1,0,0,1
121,6,7,5,3,3,1,0,0,0,1,0,0
122,8,7,5,2,3,2,1,0,1,1,0,0
123,6,6,5,3,4,1,0,0,0,0,0,0
124,7,6,5,4,3,1,1,1,1,0,0,0
125,7,6,5,3,2,3,0,0,0,0,1,0
126,6,6,5,4,3,2,0,0,1,0,0,1
127,6,6,5,3,3,1,0,0,0,0,0,0
128,6,6,6,3,3,1,0,0,0,0,1,0
129,5,5,8,4,2,2,1,1,1,0,0,0
130,8,6,5,3,2,2,0,0,0,0,1,0
131,7,6,6,4,2,2,0,0,0,0,0,0
132,6,6,5,3,3,1,0,0,0,1,0,1
133,6,6,5,3,3,1,0,0,1,1,0,1
134,6,6,5,3,4,1,0,0,0,0,1,1
135,6,6,5,3,2,2,1,1,1,1,0,0
136,5,5,5,3,2,2,1,1,1,0,1,0
137,5,5,5,3,2,1,1,1,0,0,0,0
138,6,6,5,4,3,1,1,0,1,0,0,0
139,7,6,5,3,3,2,0,0,0,0,0,0
140,6,8,5,4,2,2,0,0,1,0,0,0
141,7,6,5,3,3,1,1,0,1,1,0,0
142,5,6,5,3,2,2,0,0,0,0,0,0
143,6,6,5,4,3,2,0,0,1,0,0,0
144,6,6,5,3,2,2,1,1,0,1,0,0
145,5,5,5,3,3,2,1,1,1,0,0,0
146,5,5,5,3,3,2,0,0,0,0,0,0
147,6,6,5,4,2,2,1,1,1,0,0,1
148,7,6,4,4,2,1,0,0,1,0,1,0
149,6,6,7,3,3,3,0,0,0,0,0,0
150,6,6,6,4,3,1,0,0,0,0,1,0
151,6,6,5,3,2,2,1,0,1,1,0,0
152,5,6,5,3,2,2,0,0,0,0,1,0
153,6,6,6,4,5,2,1,1,0,0,0,0
154,6,5,5,3,3,2,1,1,1,1,0,0
155,5,5,5,3,3,2,1,1,0,0,0,0
156,5,6,5,3,2,2,1,0,1,0,0,0
157,6,6,5,4,3,1,0,0,0,0,0,1
158,6,6,5,3,2,2,0,0,0,0,1,0
159,7,6,6,4,2,1,0,0,0,0,1,0
160,8,7,5,3,3,1,0,0,1,0,1,1
161,6,6,5,4,2,1,1,0,0,0,0,0
162,8,7,5,3,3,1,0,0,1,0,0,0
163,6,6,5,3,3,2,0,0,1,1,0,0
164,6,6,6,3,2,2,1,1,1,0,0,0
165,7,6,6,4,3,2,1,1,0,0,1,0
166,7,5,5,3,2,2,1,1,1,1,0,0
167,9,5,4,3,2,2,1,1,1,0,1,0
168,6,6,5,3,2,3,0,0,1,0,0,0
169,6,6,4,4,3,1,1,1,1,0,0,0
170,6,7,5,5,2,2,0,0,0,0,1,0
171,6,6,5,3,2,2,1,1,0,1,0,0
172,6,7,6,3,2,1,0,0,1,0,0,1
173,6,6,5,3,3,1,0,0,0,1,0,1
174,6,6,5,3,2,1,0,0,1,0,0,0
175,6,6,5,3,2,1,0,0,0,1,1,0
176,7,6,6,3,3,1,1,1,0,0,0,1
177,7,6,5,4,3,1,1,1,1,0,0,0
178,6,8,4,3,2,2,0,0,1,1,1,0
179,7,6,5,3,2,1,1,1,0,0,1,1
180,6,6,6,3,2,1,0,0,0,1,0,0
181,8,10,5,3,3,1,1,1,1,0,0,0
182,6,6,5,3,3,1,0,0,0,1,0,0
183,6,6,5,3,2,1,0,0,1,0,0,0
184,6,6,5,3,3,2,0,0,1,0,0,1
185,6,7,5,4,2,2,1,1,0,0,1,0
186,6,5,6,3,2,2,1,1,0,1,0,0
187,6,6,5,3,2,2,0,0,0,0,1,0
188,8,6,5,4,2,2,0,0,1,0,0,0
189,6,6,5,4,2,3,0,0,0,0,1,0
190,7,7,5,4,3,2,1,1,0,0,0,1
191,6,6,5,3,3,1,0,0,1,1,0,0
192,8,6,5,3,3,2,0,0,0,0,0,0
193,6,6,5,3,3,1,1,1,0,1,0,0
194,7,5,5,3,3,2,1,1,1,0,0,0
195,5,5,5,3,2,3,1,1,0,1,1,0
196,5,5,5,3,2,1,0,0,0,0,0,0
197,9,7,5,4,3,2,0,0,1,0,0,0
198,7,6,5,3,3,2,0,0,0,1,0,0
199,6,6,6,3,3,2,0,0,0,0,0,0
200,6,10,6,3,3,2,0,1,0,1,0,0
201,7,9,5,3,2,1,1,1,1,0,1,0
202,5,5,5,3,2,2,1,1,1,1,0,0
203,6,6,4,3,3,2,0,0,1,0,0,0
204,7,6,5,4,2,2,1,1,0,0,0,0
205,5,5,6,4,3,2,1,1,0,0,0,0
206,7,6,6,3,2,2,0,0,0,0,1,1
207,6,6,5,4,2,1,1,1,0,0,0,0
208,9,5,5,3,3,2,0,0,1,0,0,0
209,6,6,4,4,2,3,0,0,1,0,1,0
210,6,8,5,3,2,1,0,0,1,1,0,0
211,6,6,5,3,2,3,0,0,0,0,1,0
212,6,6,5,4,2,1,1,1,1,0,0,1
213,6,5,5,3,3,1,1,1,1,0,0,0
214,5,5,5,4,2,1,1,1,0,0,1,0
215,6,6,6,3,2,2,0,0,0,1,0,0
216,6,6,6,3,3,1,0,0,0,1,0,0
217,6,6,5,3,4,1,1,1,1,0,0,0
218,5,5,5,5,3,2,1,1,1,1,0,0
219,5,5,5,4,3,1,1,1,1,0,0,0
220,5,5,5,4,2,3,1,1,0,0,1,0
221,5,5,5,4,2,3,1,1,1,0,0,0
222,6,6,5,3,2,1,1,1,0,1,1,0
223,6,5,5,3,2,2,1,1,0,0,0,0
224,5,8,5,6,4,1,1,1,1,0,1,0
225,7,7,5,3,2,2,0,0,1,1,0,0
226,6,6,5,3,2,3,0,0,0,0,1,0
227,5,5,7,3,2,1,1,1,1,0,0,0
228,5,5,5,4,2,3,1,1,1,0,1,0
229,6,6,5,3,2,2,0,0,1,1,0,0
230,8,6,5,3,3,2,1,0,0,0,0,0
231,5,6,5,3,2,1,1,1,1,1,0,0
232,6,6,5,3,3,1,0,0,0,0,0,0
233,6,6,5,3,2,2,1,1,1,1,1,0
234,6,6,5,3,3,1,0,0,0,0,0,0
235,7,6,5,3,2,1,0,0,1,1,1,0
236,6,6,5,3,3,2,0,0,0,0,0,0
237,6,6,6,3,2,2,0,0,0,1,1,0
238,6,6,5,3,2,1,1,0,1,0,0,1
239,6,6,5,3,2,1,1,1,1,1,1,0
240,6,5,4,3,2,2,0,1,1,0,0,0
241,7,5,4,3,3,1,1,1,1,1,0,0
242,8,6,5,3,2,1,0,1,1,0,0,0
243,6,7,5,4,2,2,0,0,0,0,1,0
244,7,8,5,3,2,2,1,1,1,1,0,0
245,5,5,5,3,3,2,1,1,0,0,0,0
246,7,6,5,3,2,2,1,1,1,0,1,0
247,6,6,5,4,2,2,0,0,0,0,0,0
248,5,5,5,3,3,1,1,1,1,0,1,1
249,6,6,4,4,2,2,0,0,1,0,0,0
250,6,6,5,4,3,2,0,0,1,0,0,0
251,6,6,5,3,3,2,1,1,0,1,0,0
252,5,5,5,3,3,1,0,0,0,0,0,1
253,9,7,5,4,2,2,0,0,1,0,1,0
254,6,6,4,3,2,2,0,0,1,0,0,0
255,6,6,5,3,3,2,0,0,0,1,0,0
256,6,6,5,3,2,1,1,1,1,0,0,0
257,10,6,5,4,3,1,0,0,0,0,0,0
258,6,6,6,4,3,2,0,0,0,0,0,0
259,6,6,6,3,2,1,0,0,0,0,1,1
260,5,5,5,4,2,2,1,1,1,0,0,0
261,6,6,7,3,2,1,0,0,0,1,1,0
262,5,5,8,4,2,1,1,1,0,0,0,1
263,5,5,5,3,3,1,1,1,1,0,0,0
264,5,5,5,4,2,2,1,1,1,0,0,0
265,5,5,5,4,3,2,1,1,0,0,0,0
266,6,6,5,3,2,2,1,1,0,0,0,0
267,5,5,5,3,3,2,1,1,1,1,0,0
268,5,6,5,3,2,1,1,1,0,0,0,0
269,6,7,5,3,3,1,0,0,0,1,0,0
270,6,6,6,3,2,1,0,0,0,0,1,0
271,6,6,5,3,2,2,1,1,0,1,1,0
272,6,6,5,3,2,2,0,0,1,0,0,1
273,6,8,5,3,3,2,1,1,1,0,0,0
274,8,6,4,4,2,2,0,0,1,0,0,0
275,7,9,5,3,3,1,0,0,0,0,0,0
276,6,6,5,3,2,1,0,0,0,0,0,1
277,6,6,6,3,3,1,0,0,0,1,0,0
278,6,6,5,3,2,3,1,0,1,0,1,0
279,8,6,5,3,3,2,1,1,0,0,0,1
280,6,6,5,4,3,1,0,0,1,0,0,1
281,7,7,5,3,3,1,1,1,0,0,0,0
282,6,6,5,4,2,2,0,0,0,0,0,0
283,10,6,5,3,3,2,0,0,1,1,0,0
284,6,6,7,3,3,1,0,0,0,0,0,0
285,6,6,6,4,2,2,0,0,0,0,0,0
286,6,6,5,3,3,2,1,1,0,1,0,0
287,7,6,5,3,3,2,1,1,0,0,0,0
288,10,6,5,3,3,1,0,0,1,0,0,1
289,7,7,5,4,2,2,1,1,0,0,0,0
290,6,8,6,3,4,2,1,1,0,0,0,0
291,9,5,5,4,2,2,1,1,1,0,0,1
292,5,5,5,3,3,1,1,1,0,1,1,0
293,5,5,5,3,2,1,1,1,1,0,0,0
294,5,5,5,3,2,1,1,1,1,0,1,0
295,5,5,5,4,3,1,1,1,1,0,0,0
296,6,6,5,3,3,1,0,0,1,1,1,0
297,6,6,4,3,2,1,0,0,1,0,0,0
298,8,6,5,3,2,3,1,1,0,0,1,0
299,6,8,5,4,2,1,1,1,1,0,0,1
300,6,5,4,3,2,1,1,1,1,1,1,0
301,5,5,5,3,2,3,1,1,1,0,1,0
302,5,7,5,4,2,2,1,1,0,0,0,0
303,6,6,6,3,3,3,0,0,0,0,0,0
304,6,6,5,3,2,2,0,0,1,1,0,0
305,6,6,5,3,3,2,0,0,0,0,0,0
306,7,6,5,3,2,1,1,1,1,1,0,1
307,5,5,5,3,3,1,1,1,1,0,0,0
308,6,6,5,4,3,1,0,1,0,0,1,0
309,8,7,5,3,2,1,1,1,1,0,0,0
310,5,5,5,4,3,2,0,0,0,0,0,0
311,6,9,5,3,3,2,1,1,1,1,0,0
312,6,7,4,3,3,3,0,0,1,0,0,0
313,7,6,5,4,3,2,1,1,0,0,1,0
314,6,9,5,3,2,2,0,1,0,1,0,0
315,9,6,5,2,3,3,1,0,1,1,0,0
316,9,6,5,3,2,1,1,0,0,0,0,1
317,6,6,6,4,3,1,0,0,0,0,0,0
318,6,6,5,3,2,3,1,1,1,0,1,0
319,10,5,5,4,2,1,0,1,0,0,0,1
320,9,5,6,3,2,1,1,1,0,0,1,0
321,6,5,5,4,2,2,1,1,1,0,0,0
322,6,6,5,3,3,1,0,0,1,0,0,0
323,6,6,4,3,3,2,1,1,1,1,0,0
324,5,5,5,3,2,1,1,1,0,0,0,0
325,6,7,5,3,3,1,0,0,1,0,0,1
326,6,6,6,3,3,1,1,1,1,1,0,1
327,5,5,6,3,2,1,1,1,0,0,0,0
328,6,5,5,3,3,2,1,1,1,1,0,0
329,6,5,4,3,2,2,1,1,1,0,0,0
330,6,6,5,3,3,1,0,0,1,1,0,0
331,7,7,4,3,2,3,0,1,1,0,0,0
332,6,5,5,4,3,2,1,1,0,0,0,0
333,6,5,5,3,2,2,1,1,1,0,1,0
334,6,6,4,4,2,1,1,1,1,0,0,0
335,7,5,5,4,2,2,1,0,1,0,1,1
336,5,6,5,3,2,1,0,1,0,0,0,1
337,6,6,6,4,2,1,0,0,0,0,1,1
338,7,6,5,3,2,1,1,1,1,1,0,1
339,8,6,5,3,3,1,0,0,0,0,0,0
340,6,6,5,3,2,2,1,1,1,1,0,0
341,5,5,5,3,3,2,0,0,0,0,0,0
342,6,6,6,3,3,1,0,0,0,1,0,0
343,7,6,6,3,2,1,1,0,0,1,1,0
344,6,6,6,3,2,2,0,0,0,0,0,0
345,6,6,5,3,3,2,1,1,1,1,0,1
346,5,5,5,3,2,1,1,1,1,1,1,0
347,6,6,5,3,2,1,0,0,0,0,0,1
348,5,5,5,3,2,1,1,1,1,1,1,0
349,7,6,5,3,3,1,0,0,0,0,1,0
350,6,6,5,3,2,2,1,1,1,1,0,0
351,5,5,5,3,2,3,0,0,0,0,1,0
352,6,6,5,3,2,1,0,0,1,1,0,1
353,6,6,5,4,2,2,1,1,0,0,1,0
354,5,5,5,3,2,2,1,1,1,1,1,0
355,5,5,5,3,3,2,1,1,0,0,1,0
356,6,6,6,3,2,2,0,0,0,1,0,0
357,6,6,5,3,2,2,0,0,1,0,1,0
358,6,6,5,4,2,3,0,0,0,0,0,0
359,6,6,7,3,3,2,1,1,0,0,0,0
360,6,6,5,4,2,0,0,0,0,0,1,1
361,6,6,5,4,2,1,0,0,1,0,0,0
362,7,6,5,4,3,1,1,1,1,0,0,0
363,5,5,7,4,2,1,1,1,1,0,1,0
364,5,5,4,3,2,1,1,1,1,0,0,0
365,7,6,5,4,3,2,0,0,0,0,0,0
366,8,7,5,3,2,1,1,1,1,1,1,0
367,7,7,5,3,2,2,1,0,1,1,0,0
368,8,6,5,3,3,2,1,0,0,0,0,1
369,8,8,5,3,2,1,0,0,1,1,0,0
370,9,6,5,3,3,2,1,1,1,0,0,0
371,6,6,5,3,3,2,0,0,0,0,1,0
372,7,6,6,4,3,0,0,1,0,0,0,1
373,8,6,5,3,3,0,0,0,0,0,0,0
374,8,7,5,4,2,2,0,0,1,0,0,0
375,6,6,5,3,3,1,0,0,1,1,0,0
376,7,6,4,3,2,2,0,0,1,1,0,0
377,6,6,4,4,3,2,1,1,1,0,0,0
378,5,5,4,3,2,1,1,1,1,0,0,1
379,5,5,5,3,3,1,1,1,0,1,1,1
380,6,6,5,4,2,1,1,0,0,0,0,0
381,7,6,5,3,3,2,0,0,1,0,0,0
382,6,6,5,3,3,2,1,0,1,1,1,0
383,10,6,5,3,3,2,1,0,1,0,0,0
384,6,6,5,3,2,3,0,0,0,1,1,0
385,6,6,6,4,2,1,0,0,0,0,0,0
386,6,6,5,3,2,2,1,1,0,0,1,0
387,5,5,5,4,2,2,1,1,1,0,1,0
388,6,5,4,3,2,0,1,1,1,0,0,0
389,8,5,5,4,3,1,1,1,0,0,0,0
390,5,5,6,3,3,2,1,1,0,0,0,0
391,6,8,6,3,3,2,0,0,0,1,0,0
392,6,6,5,3,3,1,1,0,1,0,0,0
393,7,6,5,4,2,2,1,1,0,1,1,0
394,7,6,6,3,5,2,1,0,0,0,0,0
395,6,6,6,4,3,1,0,0,0,1,0,0
396,6,6,5,3,2,1,0,0,0,0,0,0
397,7,6,6,3,3,1,1,1,1,1,0,0
398,5,5,5,3,3,2,0,0,0,0,1,0
399,6,6,6,3,4,1,0,0,0,1,0,0
400,7,6,5,3,2,2,1,1,0,0,0,0
401,6,6,5,3,3,1,0,0,1,1,0,0
402,6,6,5,3,2,2,1,1,0,0,1,0
403,5,5,5,3,2,1,1,1,1,1,0,1
404,5,5,5,3,2,1,1,1,0,0,1,0
405,6,6,5,3,2,2,0,0,1,1,0,0
406,9,6,5,3,4,1,1,1,0,0,0,1
407,7,7,6,3,2,1,0,0,0,1,0,0
408,6,6,5,3,3,0,1,1,1,1,0,1
409,5,5,5,3,3,1,0,0,0,0,0,0
410,9,6,6,3,2,2,1,1,0,1,0,0
411,5,5,5,3,3,2,1,1,1,0,0,0
412,6,6,5,3,2,2,0,0,0,1,1,0
413,6,6,6,3,2,1,0,0,0,1,0,0
414,6,6,6,3,3,1,0,0,0,0,0,0
415,6,6,5,3,3,1,0,0,0,1,0,0
416,6,6,6,3,3,1,0,0,0,0,0,1
417,6,6,6,4,2,2,0,0,0,0,0,0
418,6,6,5,4,3,1,1,1,1,0,0,1
419,6,6,5,3,3,1,0,0,0,1,0,0
420,6,6,5,3,2,2,1,1,1,0,0,1
421,5,5,5,3,3,2,0,0,0,0,0,0
422,6,6,6,4,3,2,0,0,0,0,0,0
423,6,6,5,3,2,2,0,0,0,0,1,0
424,6,9,6,3,2,3,1,0,1,1,0,0
425,8,6,6,3,3,2,0,0,0,0,1,0
426,6,6,6,3,3,2,0,0,0,1,0,0
427,6,6,5,3,3,2,0,0,1,0,0,1
428,6,6,5,4,2,2,0,0,0,0,1,0
429,9,6,5,3,2,2,1,1,1,1,0,0
430,6,6,5,3,3,1,0,0,0,0,0,0
431,5,5,5,3,2,2,1,1,1,1,1,0
432,6,6,5,3,2,1,0,0,0,0,0,0
433,7,6,5,3,4,3,0,0,1,1,0,1
434,6,6,4,3,2,2,1,1,1,0,0,0
435,8,6,5,4,3,2,0,0,0,0,0,0
436,7,6,6,3,2,1,0,0,0,1,0,0
437,6,6,5,3,3,3,1,1,1,0,0,0
438,5,5,4,3,2,1,1,1,1,1,0,1
439,5,5,5,3,3,2,1,1,0,1,0,0
440,6,6,5,3,2,2,0,0,1,0,1,0
441,6,6,7,3,2,2,1,1,1,0,0,1
442,5,5,5,3,3,0,1,1,1,1,0,1
443,5,5,5,3,3,1,1,1,1,0,0,0
444,5,5,5,4,2,1,1,1,0,0,0,0
445,5,5,5,3,4,1,1,1,1,0,0,0
446,5,5,5,4,2,1,1,1,1,0,0,0
447,5,5,5,3,4,1,1,1,1,0,0,0
